#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Special,Speed,Legendary
109,Koffing,Poison,,340,39,71,88,56,29,False
138,Omanyte,Rock,Water,355,38,43,94,75,30,False
98,Krabby,Water,,325,23,96,103,24,56,False
26,Raichu,Electric,,485,58,88,51,86,115,False
14,Kakuna,Bug,Poison,205,51,21,49,26,33,False
98,Krabby,Water,,325,22,105,85,28,57,False
69,Bellsprout,Grass,Poison,300,51,77,32,52,37,False
43,Oddish,Grass,Poison,320,51,45,49,75,25,False
132,Ditto,Normal,,288,54,57,51,41,44,False
62,Poliwrath,Water,Fighting,510,93,97,101,79,61,False
40,Wigglytuff,Normal,,435,141,72,39,70,44,False
95,Onix,Rock,Ground,385,37,45,158,38,70,False
26,Raichu,Electric,,485,53,91,50,93,105,False
123,Scyther,Bug,Flying,500,74,109,76,70,102,False
25,Pikachu,Electric,,320,41,44,44,50,91,False
69,Bellsprout,Grass,Poison,300,48,67,43,48,45,False
107,Hitmonchan,Fighting,,455,50,107,73,74,77,False
73,Tentacruel,Water,Poison,515,75,64,60,110,96,False
127,Pinsir,Bug,,500,76,121,91,60,93,False
148,Dragonair,Dragon,,420,60,86,70,70,65,False
108,Lickitung,Normal,,385,92,48,66,71,37,False
14,Kakuna,Bug,Poison,205,44,29,58,22,31,False
25,Pikachu,Electric,,320,38,46,38,56,87,False
52,Meowth,Normal,,290,47,43,31,38,94,False
106,Hitmonlee,Fighting,,455,44,125,57,72,86,False
97,Hypno,Psychic,,483,85,67,65,101,64,False
143,Snorlax,Normal,,540,158,112,59,90,30,False
142,Aerodactyl,Rock,Flying,515,72,101,72,70,131,False
128,Tauros,Normal,,490,64,103,101,56,110,False
141,Kabutops,Rock,Water,495,60,125,107,61,81,False
85,Dodrio,Normal,Flying,460,56,119,80,54,96,False
70,Weepinbell,Grass,Poison,390,61,85,58,63,60,False
61,Poliwhirl,Water,,385,71,63,68,50,84,False
77,Ponyta,Fire,,410,51,78,59,67,88,False
72,Tentacool,Water,Poison,335,34,38,48,72,70,False
23,Ekans,Poison,,288,38,48,47,50,56,False
30,Nidorina,Poison,,365,75,52,73,52,62,False
56,Mankey,Fighting,,305,46,82,38,34,72,False
17,Pidgeotto,Normal,Flying,349,64,52,53,54,72,False
49,Venomoth,Bug,Poison,450,62,63,59,85,96,False
27,Sandshrew,Ground,,300,56,73,82,22,45,False
3,Venusaur,Grass,Poison,525,88,76,83,100,79,False
67,Machoke,Fighting,,405,72,99,74,60,39,False
93,Haunter,Ghost,Poison,405,47,55,39,86,91,False
45,Vileplume,Grass,Poison,490,74,80,85,100,52,False
26,Raichu,Electric,,485,58,99,57,76,119,False
139,Omastar,Rock,Water,495,72,60,117,96,53,False
22,Fearow,Normal,Flying,442,70,84,68,63,94,False
148,Dragonair,Dragon,,420,57,83,69,68,74,False
136,Flareon,Fire,,525,66,137,59,99,65,False
44,Gloom,Grass,Poison,395,69,62,67,83,31,False
69,Bellsprout,Grass,Poison,300,52,69,35,50,45,False
65,Alakazam,Psychic,,500,64,50,35,120,111,False
140,Kabuto,Rock,Water,355,28,77,99,50,52,False
151,Mew,Psychic,,600,100,105,108,98,91,False
100,Voltorb,Electric,,330,40,31,49,53,104,False
20,Raticate,Normal,,413,67,81,53,58,96,False
50,Diglett,Ground,,265,6,44,23,44,103,False
24,Arbok,Poison,,438,51,84,70,76,81,False
81,Magnemite,Electric,,325,27,37,68,76,41,False
27,Sandshrew,Ground,,300,49,74,77,24,53,False
125,Electabuzz,Electric,,490,74,79,59,94,90,False
85,Dodrio,Normal,Flying,460,58,108,74,58,105,False
66,Machop,Fighting,,305,79,77,48,36,28,False
143,Snorlax,Normal,,540,155,107,59,93,33,False
110,Weezing,Poison,,490,57,96,118,81,57,False
26,Raichu,Electric,,485,54,87,50,90,114,False
71,Victreebel,Grass,Poison,490,72,113,74,83,65,False
86,Seel,Water,,325,71,39,51,56,52,False
19,Rattata,Normal,,253,23,64,39,32,64,False
63,Abra,Psychic,,310,16,14,22,85,88,False
130,Gyarados,Water,Flying,540,88,141,79,79,74,False
79,Slowpoke,Water,Psychic,315,81,69,63,40,21,False
107,Hitmonchan,Fighting,,455,51,102,69,76,81,False
99,Kingler,Water,,475,50,131,118,49,78,False
115,Kangaskhan,Normal,,490,102,85,88,64,87,False
37,Vulpix,Fire,,299,39,49,39,56,59,False
74,Geodude,Rock,Ground,300,49,86,99,24,19,False
21,Spearow,Normal,Flying,262,35,61,36,33,64,False
120,Staryu,Water,,340,35,51,58,56,83,False
37,Vulpix,Fire,,299,43,35,37,59,66,False
115,Kangaskhan,Normal,,490,110,103,71,58,91,False
48,Venonat,Bug,Poison,305,61,61,54,42,44,False
30,Nidorina,Poison,,365,68,53,68,56,63,False
88,Grimer,Poison,,325,85,73,57,46,17,False
73,Tentacruel,Water,Poison,515,71,70,75,102,96,False
115,Kangaskhan,Normal,,490,108,87,75,60,99,False
109,Koffing,Poison,,340,32,69,97,50,42,False
83,Farfetch'd,Normal,Flying,352,59,58,56,57,65,False
109,Koffing,Poison,,340,41,63,98,48,43,False
73,Tentacruel,Water,Poison,515,81,68,73,100,92,False
73,Tentacruel,Water,Poison,515,75,74,59,100,106,False
106,Hitmonlee,Fighting,,455,51,120,44,77,86,False
70,Weepinbell,Grass,Poison,390,71,88,46,64,56,False
56,Mankey,Fighting,,305,45,79,35,41,64,False
57,Primeape,Fighting,,455,52,105,66,65,102,False
111,Rhyhorn,Ground,Rock,345,81,77,94,32,28,False
54,Psyduck,Water,,320,49,37,57,60,58,False
145,Zapdos,Electric,Flying,580,80,88,79,112,110,True
134,Vaporeon,Water,,525,133,65,59,104,61,False
84,Doduo,Normal,Flying,310,31,87,56,34,69,False
11,Metapod,Bug,,205,53,13,52,29,29,False
130,Gyarados,Water,Flying,540,87,115,80,87,84,False
97,Hypno,Psychic,,483,84,79,74,88,70,False
42,Golbat,Poison,Flying,455,75,88,72,65,90,False
144,Articuno,Ice,Flying,580,90,77,108,112,81,True
102,Exeggcute,Grass,Psychic,325,59,32,82,60,33,False
62,Poliwrath,Water,Fighting,510,92,86,103,76,77,False
90,Shellder,Water,,305,20,69,101,38,39,False
14,Kakuna,Bug,Poison,205,43,20,54,24,39,False
70,Weepinbell,Grass,Poison,390,63,96,44,64,58,False
27,Sandshrew,Ground,,300,53,68,80,32,34,False
79,Slowpoke,Water,Psychic,315,89,62,64,41,18,False
65,Alakazam,Psychic,,500,49,55,55,109,123,False
28,Sandslash,Ground,,450,70,106,114,44,73,False
141,Kabutops,Rock,Water,495,64,116,113,68,67,False
65,Alakazam,Psychic,,500,58,50,38,116,122,False
53,Persian,Normal,,440,64,68,56,68,117,False
124,Jynx,Ice,Psychic,455,72,49,33,106,90,False
59,Arcanine,Fire,,555,96,113,80,89,88,False
122,Mr. Mime,Psychic,,460,38,49,67,110,85,False
145,Zapdos,Electric,Flying,580,91,96,90,108,86,True
100,Voltorb,Electric,,330,34,30,47,56,106,False
34,Nidoking,Poison,Ground,505,80,99,79,82,84,False
138,Omanyte,Rock,Water,355,31,48,99,70,36,False
34,Nidoking,Poison,Ground,505,89,98,78,81,78,False
88,Grimer,Poison,,325,81,73,41,51,28,False
104,Cubone,Ground,,320,55,45,94,46,33,False
30,Nidorina,Poison,,365,80,54,69,56,50,False
75,Graveler,Rock,Ground,390,49,83,115,52,39,False
88,Grimer,Poison,,325,89,72,45,45,29,False
110,Weezing,Poison,,490,62,96,126,71,64,False
66,Machop,Fighting,,305,81,75,53,34,29,False
81,Magnemite,Electric,,325,29,31,77,76,37,False
68,Machamp,Fighting,,505,82,128,76,80,59,False
25,Pikachu,Electric,,320,35,48,41,47,102,False
16,Pidgey,Normal,Flying,251,41,32,46,36,60,False
65,Alakazam,Psychic,,500,55,46,50,116,117,False
60,Poliwag,Water,,300,30,52,36,47,88,False
91,Cloyster,Water,Ice,525,44,95,181,64,78,False
19,Rattata,Normal,,253,40,58,27,33,62,False
14,Kakuna,Bug,Poison,205,36,22,50,30,38,False
99,Kingler,Water,,475,48,130,111,54,77,False
116,Horsea,Water,,295,22,47,79,48,52,False
34,Nidoking,Poison,Ground,505,65,109,70,86,89,False
83,Farfetch'd,Normal,Flying,352,47,65,59,60,61,False
12,Butterfree,Bug,Flying,395,56,50,59,75,80,False
126,Magmar,Fire,,495,67,90,58,95,90,False
94,Gengar,Ghost,Poison,500,57,59,53,108,114,False
28,Sandslash,Ground,,450,79,101,105,50,66,False
53,Persian,Normal,,440,75,78,59,62,105,False
57,Primeape,Fighting,,455,66,99,64,66,93,False
151,Mew,Psychic,,600,104,98,101,102,92,False
120,Staryu,Water,,340,20,41,60,64,91,False
83,Farfetch'd,Normal,Flying,352,56,57,54,60,66,False
4,Charmander,Fire,,309,45,54,38,58,56,False
147,Dratini,Dragon,,300,36,58,50,52,53,False
42,Golbat,Poison,Flying,455,74,71,75,73,89,False
43,Oddish,Grass,Poison,320,37,51,63,67,35,False
37,Vulpix,Fire,,299,38,33,34,62,71,False
76,Golem,Rock,Ground,495,88,126,120,55,51,False
122,Mr. Mime,Psychic,,460,42,50,63,104,96,False
104,Cubone,Ground,,320,56,55,85,48,29,False
72,Tentacool,Water,Poison,335,41,26,43,75,75,False
11,Metapod,Bug,,205,59,22,56,18,33,False
98,Krabby,Water,,325,31,105,91,24,50,False
63,Abra,Psychic,,310,24,12,18,82,92,False
25,Pikachu,Electric,,320,40,51,42,54,80,False
104,Cubone,Ground,,320,51,43,96,48,35,False
40,Wigglytuff,Normal,,435,143,76,52,62,41,False
70,Weepinbell,Grass,Poison,390,65,88,53,61,62,False
117,Seadra,Water,,440,53,60,102,76,74,False
49,Venomoth,Bug,Poison,450,64,69,63,80,93,False
49,Venomoth,Bug,Poison,450,61,64,62,82,98,False
108,Lickitung,Normal,,385,97,49,82,68,22,False
108,Lickitung,Normal,,385,85,61,72,70,26,False
36,Clefable,Normal,,483,98,62,71,96,61,False
45,Vileplume,Grass,Poison,490,68,85,83,98,59,False
142,Aerodactyl,Rock,Flying,515,91,100,60,66,131,False
1,Bulbasaur,Grass,Poison,318,45,53,63,54,48,False
19,Rattata,Normal,,253,34,53,39,28,72,False
51,Dugtrio,Ground,,405,37,86,39,59,125,False
68,Machamp,Fighting,,505,87,134,73,74,64,False
92,Gastly,Ghost,Poison,310,25,42,25,66,87,False
71,Victreebel,Grass,Poison,490,70,114,61,90,66,False
88,Grimer,Poison,,325,75,86,45,47,25,False
81,Magnemite,Electric,,325,29,24,75,76,46,False
93,Haunter,Ghost,Poison,405,40,55,48,80,103,False
84,Doduo,Normal,Flying,310,32,85,46,38,70,False
67,Machoke,Fighting,,405,80,89,65,58,54,False
144,Articuno,Ice,Flying,580,95,89,93,104,94,True
127,Pinsir,Bug,,500,58,129,104,62,85,False
45,Vileplume,Grass,Poison,490,70,88,76,100,55,False
124,Jynx,Ice,Psychic,455,57,50,39,105,99,False
130,Gyarados,Water,Flying,540,88,134,73,85,75,False
98,Krabby,Water,,325,37,104,80,28,49,False
68,Machamp,Fighting,,505,88,124,69,80,63,False
63,Abra,Psychic,,310,26,27,7,82,85,False
71,Victreebel,Grass,Poison,490,80,108,65,86,66,False
89,Muk,Poison,,500,100,103,83,86,41,False
14,Kakuna,Bug,Poison,205,42,20,45,32,34,False
44,Gloom,Grass,Poison,395,68,60,63,82,39,False
135,Jolteon,Electric,,525,73,71,48,97,139,False
32,Nidoran♂,Poison,,273,50,55,37,38,54,False
109,Koffing,Poison,,340,32,69,98,56,30,False
5,Charmeleon,Fire,,405,59,61,60,74,76,False
61,Poliwhirl,Water,,385,62,63,78,50,83,False
57,Primeape,Fighting,,455,74,115,56,58,93,False
52,Meowth,Normal,,290,37,49,32,36,99,False
90,Shellder,Water,,305,23,65,103,37,40,False
55,Golduck,Water,,500,84,88,69,90,78,False
54,Psyduck,Water,,320,45,57,42,63,50,False
4,Charmander,Fire,,309,42,55,30,56,69,False
106,Hitmonlee,Fighting,,455,60,111,59,70,86,False
28,Sandslash,Ground,,450,72,100,102,54,68,False
45,Vileplume,Grass,Poison,490,72,80,80,100,59,False
122,Mr. Mime,Psychic,,460,33,38,72,112,94,False
91,Cloyster,Water,Ice,525,42,97,189,62,72,False
39,Jigglypuff,Normal,,270,121,34,13,38,27,False
116,Horsea,Water,,295,37,33,74,45,61,False
12,Butterfree,Bug,Flying,395,69,34,54,82,75,False
15,Beedrill,Bug,Poison,395,66,95,45,58,73,False
60,Poliwag,Water,,300,43,40,49,38,92,False
64,Kadabra,Psychic,,400,47,33,35,88,110,False
116,Horsea,Water,,295,30,30,78,49,59,False
17,Pidgeotto,Normal,Flying,349,73,69,47,47,66,False
19,Rattata,Normal,,253,26,70,30,29,69,False
55,Golduck,Water,,500,77,85,82,84,87,False
100,Voltorb,Electric,,330,40,22,51,56,104,False
55,Golduck,Water,,500,76,87,75,90,81,False
117,Seadra,Water,,440,60,67,87,76,75,False
125,Electabuzz,Electric,,490,70,82,58,86,108,False
113,Chansey,Normal,,450,254,1,10,68,50,False
145,Zapdos,Electric,Flying,580,87,86,80,114,99,True
56,Mankey,Fighting,,305,35,88,26,42,73,False
141,Kabutops,Rock,Water,495,55,119,104,66,85,False
74,Geodude,Rock,Ground,300,45,89,94,23,26,False
10,Caterpie,Bug,,195,48,21,32,22,49,False
19,Rattata,Normal,,253,29,59,30,36,64,False
68,Machamp,Fighting,,505,92,130,88,70,54,False
56,Mankey,Fighting,,305,42,82,31,42,66,False
29,Nidoran♀,Poison,,275,58,37,55,38,48,False
76,Golem,Rock,Ground,495,71,118,127,66,46,False
91,Cloyster,Water,Ice,525,51,97,180,62,73,False
83,Farfetch'd,Normal,Flying,352,56,68,50,59,60,False
67,Machoke,Fighting,,405,77,89,71,62,44,False
126,Magmar,Fire,,495,69,104,53,86,98,False
47,Parasect,Bug,Grass,405,57,98,78,68,35,False
5,Charmeleon,Fire,,405,56,57,62,75,80,False
46,Paras,Bug,Grass,285,41,77,51,48,19,False
76,Golem,Rock,Ground,495,84,128,121,60,41,False
11,Metapod,Bug,,205,51,26,54,22,29,False
60,Poliwag,Water,,300,43,45,36,39,98,False
120,Staryu,Water,,340,35,54,54,60,76,False
43,Oddish,Grass,Poison,320,45,55,63,66,26,False
65,Alakazam,Psychic,,500,59,50,49,112,117,False
67,Machoke,Fighting,,405,80,102,78,46,52,False
150,Mewtwo,Psychic,,680,105,115,84,122,133,True
133,Eevee,Normal,,325,56,63,50,50,56,False
6,Charizard,Fire,Flying,534,87,90,82,92,91,False
12,Butterfree,Bug,Flying,395,55,53,50,88,60,False
99,Kingler,Water,,475,48,134,116,50,77,False
130,Gyarados,Water,Flying,540,97,123,73,82,83,False
137,Porygon,Normal,,395,60,57,76,80,43,False
124,Jynx,Ice,Psychic,455,67,45,40,107,89,False
117,Seadra,Water,,440,59,73,88,64,92,False
60,Poliwag,Water,,300,40,55,41,38,89,False
142,Aerodactyl,Rock,Flying,515,91,101,72,60,130,False
23,Ekans,Poison,,288,34,64,35,48,60,False
100,Voltorb,Electric,,330,44,37,55,48,97,False
131,Lapras,Water,Ice,535,134,83,78,88,63,False
134,Vaporeon,Water,,525,130,62,59,108,57,False
59,Arcanine,Fire,,555,85,104,84,92,99,False
113,Chansey,Normal,,450,253,3,-1,74,46,False
84,Doduo,Normal,Flying,310,29,82,49,40,71,False
124,Jynx,Ice,Psychic,455,59,49,44,106,90,False
111,Rhyhorn,Ground,Rock,345,87,83,95,26,28,False
37,Vulpix,Fire,,299,29,44,48,58,61,False
71,Victreebel,Grass,Poison,490,69,107,71,86,72,False
10,Caterpie,Bug,,195,43,38,34,20,39,False
26,Raichu,Electric,,485,62,84,43,88,119,False
46,Paras,Bug,Grass,285,36,74,56,48,22,False
11,Metapod,Bug,,205,47,18,60,24,33,False
61,Poliwhirl,Water,,385,59,68,61,48,101,False
114,Tangela,Grass,,435,73,50,124,70,48,False
12,Butterfree,Bug,Flying,395,64,48,47,86,65,False
130,Gyarados,Water,Flying,540,92,128,82,82,74,False
109,Koffing,Poison,,340,43,69,97,46,39,False
140,Kabuto,Rock,Water,355,21,69,95,54,62,False
75,Graveler,Rock,Ground,390,57,86,124,42,40,False
3,Venusaur,Grass,Poison,525,76,92,89,92,85,False
39,Jigglypuff,Normal,,270,123,39,18,38,14,False
96,Drowzee,Psychic,,328,65,45,45,62,49,False
133,Eevee,Normal,,325,44,60,47,60,54,False
96,Drowzee,Psychic,,328,65,38,51,66,41,False
69,Bellsprout,Grass,Poison,300,52,74,32,48,47,False
20,Raticate,Normal,,413,58,76,60,57,105,False
68,Machamp,Fighting,,505,91,136,72,76,54,False
146,Moltres,Fire,Flying,580,88,103,83,102,101,True
100,Voltorb,Electric,,330,47,36,44,56,91,False
148,Dragonair,Dragon,,420,71,77,66,63,80,False
45,Vileplume,Grass,Poison,490,75,74,91,102,47,False
36,Clefable,Normal,,483,87,69,82,90,66,False
88,Grimer,Poison,,325,84,83,41,50,17,False
109,Koffing,Poison,,340,38,74,93,52,30,False
114,Tangela,Grass,,435,62,55,108,71,68,False
41,Zubat,Poison,Flying,245,37,36,34,42,55,False
61,Poliwhirl,Water,,385,67,69,63,48,90,False
106,Hitmonlee,Fighting,,455,57,122,54,69,84,False
32,Nidoran♂,Poison,,273,55,52,40,40,45,False
4,Charmander,Fire,,309,44,58,39,50,67,False
96,Drowzee,Psychic,,328,57,46,46,67,45,False
38,Ninetales,Fire,,505,67,83,77,88,103,False
40,Wigglytuff,Normal,,435,146,76,46,64,40,False
84,Doduo,Normal,Flying,310,35,77,41,41,75,False
21,Spearow,Normal,Flying,262,50,51,27,32,70,False
58,Growlithe,Fire,,350,46,77,42,63,59,False
26,Raichu,Electric,,485,54,96,50,82,120,False
58,Growlithe,Fire,,350,58,67,40,62,62,False
7,Squirtle,Water,,314,43,48,71,58,37,False
147,Dratini,Dragon,,300,39,48,49,56,52,False
67,Machoke,Fighting,,405,72,107,79,53,41,False
41,Zubat,Poison,Flying,245,35,49,39,32,57,False
66,Machop,Fighting,,305,61,79,43,38,45,False
118,Goldeen,Water,,320,51,68,52,47,55,False
123,Scyther,Bug,Flying,500,74,116,78,66,101,False
58,Growlithe,Fire,,350,60,59,46,62,60,False
130,Gyarados,Water,Flying,540,100,120,85,78,80,False
25,Pikachu,Electric,,320,32,53,49,48,91,False
77,Ponyta,Fire,,410,41,87,57,68,88,False
95,Onix,Rock,Ground,385,35,52,152,34,77,False
110,Weezing,Poison,,490,57,93,123,76,64,False
104,Cubone,Ground,,320,50,42,100,46,35,False
117,Seadra,Water,,440,66,68,88,66,87,False
31,Nidoqueen,Poison,Ground,505,86,100,81,78,82,False
141,Kabutops,Rock,Water,495,67,108,102,72,74,False
91,Cloyster,Water,Ice,525,58,104,175,56,75,False
139,Omastar,Rock,Water,495,83,56,118,96,46,False
2,Ivysaur,Grass,Poison,405,65,56,59,80,64,False
129,Magikarp,Water,,200,18,10,60,17,78,False
6,Charizard,Fire,Flying,534,63,90,84,100,97,False
38,Ninetales,Fire,,505,73,72,68,96,101,False
127,Pinsir,Bug,,500,65,138,99,60,77,False
40,Wigglytuff,Normal,,435,142,72,41,69,42,False
141,Kabutops,Rock,Water,495,63,119,108,68,69,False
56,Mankey,Fighting,,305,43,76,37,44,62,False
116,Horsea,Water,,295,28,44,82,44,53,False
32,Nidoran♂,Poison,,273,43,59,50,36,49,False
41,Zubat,Poison,Flying,245,49,46,43,32,44,False
150,Mewtwo,Psychic,,680,97,119,87,126,126,True
108,Lickitung,Normal,,385,90,58,63,69,36,False
12,Butterfree,Bug,Flying,395,58,43,52,86,70,False
63,Abra,Psychic,,310,26,19,24,72,97,False
22,Fearow,Normal,Flying,442,64,91,60,60,107,False
134,Vaporeon,Water,,525,131,57,57,107,66,False
83,Farfetch'd,Normal,Flying,352,56,70,54,60,53,False
12,Butterfree,Bug,Flying,395,59,55,41,84,72,False
11,Metapod,Bug,,205,54,24,47,26,28,False
29,Nidoran♀,Poison,,275,49,42,52,41,50,False
12,Butterfree,Bug,Flying,395,69,40,49,82,73,False
97,Hypno,Psychic,,483,85,68,80,94,61,False
32,Nidoran♂,Poison,,273,44,56,48,40,46,False
81,Magnemite,Electric,,325,27,34,72,77,38,False
70,Weepinbell,Grass,Poison,390,54,87,59,66,57,False
86,Seel,Water,,325,66,35,53,60,52,False
108,Lickitung,Normal,,385,97,51,72,70,26,False
40,Wigglytuff,Normal,,435,141,76,55,62,38,False
4,Charmander,Fire,,309,41,55,43,56,59,False
122,Mr. Mime,Psychic,,460,47,52,60,103,95,False
142,Aerodactyl,Rock,Flying,515,85,110,56,68,128,False
127,Pinsir,Bug,,500,69,134,91,64,78,False
43,Oddish,Grass,Poison,320,40,58,47,70,36,False
1,Bulbasaur,Grass,Poison,318,56,56,46,51,58,False
38,Ninetales,Fire,,505,80,73,84,86,96,False
35,Clefairy,Normal,,323,69,49,47,64,29,False
131,Lapras,Water,Ice,535,132,79,92,88,57,False
20,Raticate,Normal,,413,52,87,71,56,91,False
124,Jynx,Ice,Psychic,455,70,54,34,100,97,False
16,Pidgey,Normal,Flying,251,44,54,45,30,47,False
80,Slowbro,Water,Psychic,490,90,85,116,84,31,False
61,Poliwhirl,Water,,385,71,53,63,57,84,False
116,Horsea,Water,,295,36,40,76,47,49,False
75,Graveler,Rock,Ground,390,54,95,112,43,43,False
69,Bellsprout,Grass,Poison,300,48,80,38,46,42,False
77,Ponyta,Fire,,410,53,83,55,65,89,False
135,Jolteon,Electric,,525,56,67,65,104,129,False
15,Beedrill,Bug,Poison,395,73,91,40,63,65,False
90,Shellder,Water,,305,20,72,106,34,39,False
113,Chansey,Normal,,450,255,1,0,75,44,False
72,Tentacool,Water,Poison,335,36,39,31,74,80,False
76,Golem,Rock,Ground,495,73,117,134,63,45,False
94,Gengar,Ghost,Poison,500,56,69,71,95,114,False
118,Goldeen,Water,,320,44,68,57,43,65,False
78,Rapidash,Fire,,500,63,97,66,82,109,False
64,Kadabra,Psychic,,400,48,23,26,96,112,False
22,Fearow,Normal,Flying,442,57,102,62,57,107,False
109,Koffing,Poison,,340,45,73,88,50,34,False
89,Muk,Poison,,500,107,96,66,90,51,False
49,Venomoth,Bug,Poison,450,64,76,54,86,83,False
132,Ditto,Normal,,288,44,40,53,54,43,False
1,Bulbasaur,Grass,Poison,318,46,44,51,68,41,False
87,Dewgong,Water,Ice,475,91,56,85,82,79,False
12,Butterfree,Bug,Flying,395,61,47,40,85,77,False
61,Poliwhirl,Water,,385,69,62,57,53,91,False
17,Pidgeotto,Normal,Flying,349,59,63,57,46,77,False
76,Golem,Rock,Ground,495,88,120,135,53,46,False
5,Charmeleon,Fire,,405,64,66,53,66,89,False
79,Slowpoke,Water,Psychic,315,94,66,61,42,10,False
122,Mr. Mime,Psychic,,460,32,53,67,106,95,False
146,Moltres,Fire,Flying,580,92,99,83,113,80,True
54,Psyduck,Water,,320,57,46,44,57,59,False
101,Electrode,Electric,,480,54,49,66,83,145,False
132,Ditto,Normal,,288,47,42,56,49,45,False
78,Rapidash,Fire,,500,70,108,70,78,97,False
5,Charmeleon,Fire,,405,52,68,52,76,81,False
80,Slowbro,Water,Psychic,490,95,74,116,86,32,False
129,Magikarp,Water,,200,15,9,49,26,76,False
110,Weezing,Poison,,490,64,96,124,76,55,False
142,Aerodactyl,Rock,Flying,515,78,106,59,72,129,False
112,Rhydon,Ground,Rock,485,103,130,123,42,44,False
114,Tangela,Grass,,435,63,50,122,70,60,False
28,Sandslash,Ground,,450,73,97,117,51,61,False
81,Magnemite,Electric,,325,21,27,64,79,55,False
93,Haunter,Ghost,Poison,405,44,51,50,86,87,False
86,Seel,Water,,325,71,42,50,62,38,False
24,Arbok,Poison,,438,71,90,61,70,76,False
83,Farfetch'd,Normal,Flying,352,53,71,42,64,58,False
39,Jigglypuff,Normal,,270,108,51,26,35,15,False
139,Omastar,Rock,Water,495,62,55,137,97,47,False
100,Voltorb,Electric,,330,33,37,55,51,103,False
8,Wartortle,Water,,405,58,68,69,74,63,False
33,Nidorino,Poison,,365,51,77,62,53,69,False
125,Electabuzz,Electric,,490,64,77,65,92,99,False
66,Machop,Fighting,,305,70,82,47,38,31,False
136,Flareon,Fire,,525,61,139,54,101,69,False
35,Clefairy,Normal,,323,72,49,54,56,35,False
127,Pinsir,Bug,,500,62,130,99,64,82,False
134,Vaporeon,Water,,525,128,57,70,100,71,False
137,Porygon,Normal,,395,59,56,66,82,51,False
72,Tentacool,Water,Poison,335,47,39,36,72,70,False
117,Seadra,Water,,440,54,55,96,76,82,False
136,Flareon,Fire,,525,65,133,54,102,69,False
69,Bellsprout,Grass,Poison,300,57,66,36,52,37,False
86,Seel,Water,,325,58,42,48,62,52,False
139,Omastar,Rock,Water,495,78,54,118,96,52,False
62,Poliwrath,Water,Fighting,510,93,97,91,76,77,False
10,Caterpie,Bug,,195,39,35,35,20,46,False
3,Venusaur,Grass,Poison,525,77,80,89,100,78,False
31,Nidoqueen,Poison,Ground,505,96,83,80,82,83,False
49,Venomoth,Bug,Poison,450,70,61,58,83,95,False
15,Beedrill,Bug,Poison,395,72,83,43,60,78,False
24,Arbok,Poison,,438,48,81,70,78,83,False
87,Dewgong,Water,Ice,475,91,65,83,86,63,False
103,Exeggutor,Grass,Psychic,520,94,91,77,98,62,False
128,Tauros,Normal,,490,67,113,104,51,104,False
20,Raticate,Normal,,413,62,81,54,58,100,False
104,Cubone,Ground,,320,55,50,101,38,39,False
150,Mewtwo,Psychic,,680,116,100,88,126,125,True
140,Kabuto,Rock,Water,355,37,77,90,52,46,False
57,Primeape,Fighting,,455,70,100,59,67,92,False
92,Gastly,Ghost,Poison,310,23,43,37,68,72,False
96,Drowzee,Psychic,,328,57,49,37,67,51,False
8,Wartortle,Water,,405,55,65,85,69,62,False
31,Nidoqueen,Poison,Ground,505,91,98,82,80,73,False
139,Omastar,Rock,Water,495,79,57,121,91,56,False
21,Spearow,Normal,Flying,262,43,56,31,34,64,False
141,Kabutops,Rock,Water,495,56,118,102,72,75,False
39,Jigglypuff,Normal,,270,120,48,19,28,27,False
71,Victreebel,Grass,Poison,490,88,100,66,88,61,False
97,Hypno,Psychic,,483,82,69,69,99,65,False
137,Porygon,Normal,,395,57,56,62,92,37,False
82,Magneton,Electric,,465,55,64,95,91,69,False
15,Beedrill,Bug,Poison,395,63,93,41,61,76,False
7,Squirtle,Water,,314,37,43,67,56,55,False
47,Parasect,Bug,Grass,405,55,96,72,77,28,False
24,Arbok,Poison,,438,65,80,72,72,77,False
20,Raticate,Normal,,413,49,87,59,59,100,False
104,Cubone,Ground,,320,47,54,91,48,31,False
115,Kangaskhan,Normal,,490,101,96,83,64,83,False
17,Pidgeotto,Normal,Flying,349,68,62,52,46,74,False
49,Venomoth,Bug,Poison,450,66,73,57,86,81,False
109,Koffing,Poison,,340,51,63,95,50,30,False
76,Golem,Rock,Ground,495,77,115,135,65,38,False
8,Wartortle,Water,,405,59,57,79,75,60,False
19,Rattata,Normal,,253,28,55,39,30,71,False
115,Kangaskhan,Normal,,490,101,95,81,59,95,False
149,Dragonite,Dragon,Flying,600,97,141,88,101,72,False
34,Nidoking,Poison,Ground,505,86,106,73,79,82,False
127,Pinsir,Bug,,500,59,120,104,62,94,False
54,Psyduck,Water,,320,53,59,43,60,46,False
54,Psyduck,Water,,320,48,57,47,52,64,False
109,Koffing,Poison,,340,34,63,99,56,33,False
151,Mew,Psychic,,600,100,95,103,102,98,False
77,Ponyta,Fire,,410,51,87,56,65,86,False
70,Weepinbell,Grass,Poison,390,63,85,53,66,58,False
67,Machoke,Fighting,,405,81,94,73,57,43,False
4,Charmander,Fire,,309,39,58,46,52,61,False
122,Mr. Mime,Psychic,,460,47,44,64,108,89,False
2,Ivysaur,Grass,Poison,405,55,64,70,82,51,False
