,#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
1660,69,Bellsprout,Grass,Poison,300,55,76,31,77,23,38,1,False
1661,127,Pinsir,Bug,None,500,59,131,108,46,62,94,1,False
1662,104,Cubone,Ground,None,320,60,59,93,35,48,25,1,False
1663,130,GyaradosMega Gyarados,Water,Dark,640,91,155,117,66,132,79,1,False
1664,99,Kingler,Water,None,475,55,140,109,55,46,70,1,False
1665,84,Doduo,Normal,Flying,310,30,82,48,45,35,70,1,False
1666,66,Machop,Fighting,None,305,72,74,48,34,38,39,1,False
1667,69,Bellsprout,Grass,Poison,300,59,71,33,76,26,35,1,False
1668,94,GengarMega Gengar,Ghost,Poison,600,63,69,71,165,103,129,1,False
1669,135,Jolteon,Electric,None,525,74,69,64,109,87,122,1,False
1670,18,PidgeotMega Pidgeot,Normal,Flying,579,90,75,87,126,75,126,1,False
1671,101,Electrode,Electric,None,480,65,55,66,76,76,142,1,False
1672,3,Venusaur,Grass,Poison,525,76,88,77,108,93,83,1,False
1673,149,Dragonite,Dragon,Flying,600,85,143,91,92,102,87,1,False
1674,107,Hitmonchan,Fighting,None,455,47,111,74,39,102,82,1,False
1675,47,Parasect,Bug,Grass,405,55,93,84,66,70,37,1,False
1676,40,Wigglytuff,Normal,Fairy,435,147,65,37,79,53,54,1,False
1677,89,Muk,Poison,None,500,96,103,77,69,102,53,1,False
1678,134,Vaporeon,Water,None,525,130,57,63,114,92,69,1,False
1679,138,Omanyte,Rock,Water,355,28,42,99,97,52,37,1,False
1680,15,Beedrill,Bug,Poison,395,75,83,37,46,81,73,1,False
1681,42,Golbat,Poison,Flying,455,76,71,76,65,71,96,1,False
1682,96,Drowzee,Psychic,None,328,60,50,45,37,88,48,1,False
1683,103,Exeggutor,Grass,Psychic,520,83,100,80,128,68,61,1,False
1684,30,Nidorina,Poison,None,365,71,59,74,55,45,61,1,False
1685,143,Snorlax,Normal,None,540,159,104,68,66,106,37,1,False
1686,29,Nidoran♀,Poison,None,275,62,46,57,40,32,38,1,False
1687,131,Lapras,Water,Ice,535,132,87,86,83,96,51,1,False
1688,59,Arcanine,Fire,None,555,98,103,83,98,83,90,1,False
1689,12,Butterfree,Bug,Flying,395,57,47,54,83,75,79,1,False
1690,8,Wartortle,Water,None,405,65,58,83,61,77,61,1,False
1691,84,Doduo,Normal,Flying,310,33,88,47,31,34,77,1,False
1692,115,KangaskhanMega Kangaskhan,Normal,None,590,114,119,104,54,104,95,1,False
1693,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,109,190,106,142,107,126,1,True
1694,88,Grimer,Poison,None,325,72,90,52,35,57,19,1,False
1695,39,Jigglypuff,Normal,Fairy,270,115,36,16,52,29,22,1,False
1696,93,Haunter,Ghost,Poison,405,46,54,49,114,52,90,1,False
1697,40,Wigglytuff,Normal,Fairy,435,147,63,41,90,49,45,1,False
1698,115,Kangaskhan,Normal,None,490,107,96,84,36,84,83,1,False
1699,94,Gengar,Ghost,Poison,500,62,73,61,120,75,109,1,False
1700,7,Squirtle,Water,None,314,48,42,75,57,59,33,1,False
1701,139,Omastar,Rock,Water,495,65,57,123,115,73,62,1,False
1702,104,Cubone,Ground,None,320,42,47,92,46,50,43,1,False
1703,58,Growlithe,Fire,None,350,57,71,45,73,48,56,1,False
1704,19,Rattata,Normal,None,253,33,62,35,18,42,63,1,False
1705,40,Wigglytuff,Normal,Fairy,435,147,72,40,87,46,43,1,False
1706,141,Kabutops,Rock,Water,495,57,122,112,59,61,84,1,False
1707,10,Caterpie,Bug,None,195,40,30,33,20,18,54,1,False
1708,44,Gloom,Grass,Poison,395,66,69,76,84,66,34,1,False
1709,83,Farfetch'd,Normal,Flying,352,58,65,55,57,58,59,1,False
1710,57,Primeape,Fighting,None,455,60,113,60,66,70,86,1,False
1711,93,Haunter,Ghost,Poison,405,34,56,52,106,61,96,1,False
1712,23,Ekans,Poison,None,288,38,58,38,41,51,62,1,False
1713,65,Alakazam,Psychic,None,500,64,58,48,125,92,113,1,False
1714,44,Gloom,Grass,Poison,395,52,68,66,79,80,50,1,False
1715,80,SlowbroMega Slowbro,Water,Psychic,590,100,74,183,123,76,34,1,False
1716,80,SlowbroMega Slowbro,Water,Psychic,590,102,66,187,123,90,22,1,False
1717,24,Arbok,Poison,None,438,57,84,78,72,76,71,1,False
1718,150,MewtwoMega Mewtwo Y,Psychic,None,780,108,152,74,183,119,144,1,True
1719,90,Shellder,Water,None,305,39,63,89,54,26,34,1,False
1720,151,Mew,Psychic,None,600,104,104,107,96,91,98,1,False
1721,62,Poliwrath,Water,Fighting,510,84,102,89,63,99,73,1,False
1722,45,Vileplume,Grass,Poison,490,74,74,86,107,90,59,1,False
1723,28,Sandslash,Ground,None,450,72,96,115,44,63,60,1,False
1724,105,Marowak,Ground,None,425,65,73,114,48,70,55,1,False
1725,37,Vulpix,Fire,None,299,36,50,34,46,73,60,1,False
1726,18,PidgeotMega Pidgeot,Normal,Flying,579,73,86,85,133,87,115,1,False
1727,150,Mewtwo,Psychic,None,680,99,107,85,158,93,138,1,True
1728,38,Ninetales,Fire,None,505,81,81,77,86,92,88,1,False
1729,124,Jynx,Ice,Psychic,455,58,53,35,115,90,104,1,False
1730,116,Horsea,Water,None,295,37,37,70,61,22,68,1,False
1731,136,Flareon,Fire,None,525,57,132,65,85,114,72,1,False
1732,122,Mr. Mime,Psychic,Fairy,460,40,37,61,98,128,96,1,False
1733,128,Tauros,Normal,None,490,76,98,91,37,67,121,1,False
1734,113,Chansey,Normal,None,450,250,10,1,43,101,47,1,False
1735,136,Flareon,Fire,None,525,66,129,57,86,116,71,1,False
1736,127,Pinsir,Bug,None,500,63,122,103,45,73,94,1,False
1737,57,Primeape,Fighting,None,455,59,110,52,64,71,99,1,False
1738,11,Metapod,Bug,None,205,48,25,56,30,24,22,1,False
1739,71,Victreebel,Grass,Poison,490,89,103,62,101,72,63,1,False
1740,24,Arbok,Poison,None,438,54,91,63,69,77,84,1,False
1741,80,Slowbro,Water,Psychic,490,92,74,109,108,75,32,1,False
1742,59,Arcanine,Fire,None,555,91,113,83,94,72,102,1,False
1743,81,Magnemite,Electric,Steel,325,18,36,71,95,52,53,1,False
1744,136,Flareon,Fire,None,525,65,133,56,85,114,72,1,False
1745,119,Seaking,Water,None,450,78,99,64,71,73,65,1,False
1746,88,Grimer,Poison,None,325,87,76,55,40,48,19,1,False
1747,112,Rhydon,Ground,Rock,485,103,135,114,42,52,39,1,False
1748,136,Flareon,Fire,None,525,61,128,52,110,107,67,1,False
1749,115,Kangaskhan,Normal,None,490,102,94,84,46,78,86,1,False
1750,65,AlakazamMega Alakazam,Psychic,None,590,53,44,65,184,101,143,1,False
1751,17,Pidgeotto,Normal,Flying,349,62,61,49,50,51,76,1,False
1752,21,Spearow,Normal,Flying,262,42,57,30,29,31,73,1,False
1753,47,Parasect,Bug,Grass,405,69,85,77,60,75,39,1,False
1754,116,Horsea,Water,None,295,20,41,76,77,17,64,1,False
1755,128,Tauros,Normal,None,490,79,105,102,36,61,107,1,False
1756,81,Magnemite,Electric,Steel,325,33,26,79,92,53,42,1,False
1757,6,CharizardMega Charizard Y,Fire,Flying,634,85,100,77,164,107,101,1,False
1758,1,Bulbasaur,Grass,Poison,318,50,42,53,56,65,52,1,False
1759,150,MewtwoMega Mewtwo Y,Psychic,None,780,116,142,68,197,116,141,1,True
1760,17,Pidgeotto,Normal,Flying,349,64,69,54,43,54,65,1,False
1761,78,Rapidash,Fire,None,500,76,97,66,88,73,100,1,False
1762,136,Flareon,Fire,None,525,58,137,65,97,101,67,1,False
1763,104,Cubone,Ground,None,320,57,46,98,48,39,32,1,False
1764,90,Shellder,Water,None,305,23,79,96,37,25,45,1,False
1765,79,Slowpoke,Water,Psychic,315,90,70,73,26,38,18,1,False
1766,63,Abra,Psychic,None,310,24,17,22,102,55,90,1,False
1767,22,Fearow,Normal,Flying,442,57,91,58,59,68,109,1,False
1768,105,Marowak,Ground,None,425,59,82,108,53,83,40,1,False
1769,85,Dodrio,Normal,Flying,460,50,119,77,59,60,95,1,False
1770,138,Omanyte,Rock,Water,355,33,45,95,94,44,44,1,False
1771,137,Porygon,Normal,None,395,56,64,75,87,82,31,1,False
1772,87,Dewgong,Water,Ice,475,92,75,79,59,99,71,1,False
1773,23,Ekans,Poison,None,288,33,59,50,34,51,61,1,False
1774,14,Kakuna,Bug,Poison,205,47,21,49,30,21,37,1,False
1775,4,Charmander,Fire,None,309,34,47,37,66,51,74,1,False
1776,109,Koffing,Poison,None,340,41,70,97,63,41,28,1,False
1777,130,GyaradosMega Gyarados,Water,Dark,640,99,158,117,58,123,85,1,False
1778,53,Persian,Normal,None,440,67,73,65,59,61,115,1,False
1779,85,Dodrio,Normal,Flying,460,46,116,73,58,61,106,1,False
1780,59,Arcanine,Fire,None,555,89,105,86,101,71,103,1,False
1781,97,Hypno,Psychic,None,483,76,72,66,76,120,73,1,False
1782,96,Drowzee,Psychic,None,328,66,61,38,39,86,38,1,False
1783,96,Drowzee,Psychic,None,328,51,58,51,37,99,32,1,False
1784,82,Magneton,Electric,Steel,465,42,66,100,120,71,66,1,False
1785,73,Tentacruel,Water,Poison,515,80,62,64,82,121,106,1,False
1786,84,Doduo,Normal,Flying,310,34,79,48,37,43,69,1,False
1787,29,Nidoran♀,Poison,None,275,49,61,46,36,33,50,1,False
1788,128,Tauros,Normal,None,490,68,101,92,43,71,115,1,False
1789,14,Kakuna,Bug,Poison,205,39,18,43,31,33,41,1,False
1790,104,Cubone,Ground,None,320,50,45,87,44,47,47,1,False
1791,120,Staryu,Water,None,340,27,45,63,76,52,77,1,False
1792,125,Electabuzz,Electric,None,490,61,76,53,93,92,115,1,False
1793,112,Rhydon,Ground,Rock,485,109,130,123,43,40,40,1,False
1794,51,Dugtrio,Ground,None,405,33,81,43,60,68,120,1,False
1795,98,Krabby,Water,None,325,36,109,101,18,19,42,1,False
1796,82,Magneton,Electric,Steel,465,58,51,103,130,58,65,1,False
1797,144,Articuno,Ice,Flying,580,92,91,86,98,123,90,1,True
1798,144,Articuno,Ice,Flying,580,89,85,105,96,125,80,1,True
1799,79,Slowpoke,Water,Psychic,315,85,63,63,41,45,18,1,False
1800,61,Poliwhirl,Water,None,385,68,54,72,53,47,91,1,False
1801,127,Pinsir,Bug,None,500,80,120,96,59,65,80,1,False
1802,18,PidgeotMega Pidgeot,Normal,Flying,579,90,77,75,133,81,123,1,False
1803,40,Wigglytuff,Normal,Fairy,435,134,71,55,87,48,40,1,False
1804,148,Dragonair,Dragon,None,420,62,81,64,68,79,66,1,False
1805,54,Psyduck,Water,None,320,60,43,38,72,60,47,1,False
1806,58,Growlithe,Fire,None,350,53,76,49,60,57,55,1,False
1807,100,Voltorb,Electric,None,330,33,23,53,64,60,97,1,False
1808,2,Ivysaur,Grass,Poison,405,56,69,58,76,80,66,1,False
1809,43,Oddish,Grass,Poison,320,37,56,55,78,72,22,1,False
1810,142,AerodactylMega Aerodactyl,Rock,Flying,615,86,136,82,67,97,147,1,False
1811,44,Gloom,Grass,Poison,395,57,59,82,80,68,49,1,False
1812,57,Primeape,Fighting,None,455,70,108,66,62,63,86,1,False
1813,103,Exeggutor,Grass,Psychic,520,96,90,88,116,75,55,1,False
1814,65,AlakazamMega Alakazam,Psychic,None,590,67,48,63,167,102,143,1,False
1815,59,Arcanine,Fire,None,555,96,115,88,98,70,88,1,False
1816,94,GengarMega Gengar,Ghost,Poison,600,54,62,82,166,101,135,1,False
1817,2,Ivysaur,Grass,Poison,405,51,67,62,81,83,61,1,False
1818,68,Machamp,Fighting,None,505,80,120,84,72,91,58,1,False
1819,103,Exeggutor,Grass,Psychic,520,103,94,91,115,72,45,1,False
1820,6,CharizardMega Charizard X,Fire,Dragon,634,78,127,107,138,89,95,1,False
1821,62,Poliwrath,Water,Fighting,510,84,97,98,72,90,69,1,False
1822,31,Nidoqueen,Poison,Ground,505,79,95,88,78,83,82,1,False
1823,145,Zapdos,Electric,Flying,580,88,88,86,125,91,102,1,True
1824,138,Omanyte,Rock,Water,355,26,36,109,94,49,41,1,False
1825,77,Ponyta,Fire,None,410,48,79,64,58,74,87,1,False
1826,72,Tentacool,Water,Poison,335,44,33,44,46,104,64,1,False
1827,105,Marowak,Ground,None,425,59,85,108,53,79,41,1,False
1828,26,Raichu,Electric,None,485,65,102,54,81,78,105,1,False
1829,142,AerodactylMega Aerodactyl,Rock,Flying,615,85,129,86,72,98,145,1,False
1830,141,Kabutops,Rock,Water,495,53,123,109,56,66,88,1,False
1831,76,Golem,Rock,Ground,495,76,121,126,50,70,52,1,False
1832,59,Arcanine,Fire,None,555,97,111,71,102,80,94,1,False
1833,120,Staryu,Water,None,340,26,52,49,79,50,84,1,False
1834,64,Kadabra,Psychic,None,400,47,42,29,120,64,98,1,False
1835,23,Ekans,Poison,None,288,33,66,42,39,59,49,1,False
1836,13,Weedle,Bug,Poison,195,49,35,31,13,17,50,1,False
1837,94,GengarMega Gengar,Ghost,Poison,600,51,72,75,177,90,135,1,False
1838,39,Jigglypuff,Normal,Fairy,270,115,34,18,51,24,28,1,False
1839,52,Meowth,Normal,None,290,38,49,34,31,38,100,1,False
1840,34,Nidoking,Poison,Ground,505,73,107,81,84,69,91,1,False
1841,90,Shellder,Water,None,305,28,67,104,41,32,33,1,False
1842,6,Charizard,Fire,Flying,534,74,92,79,113,77,99,1,False
1843,110,Weezing,Poison,None,490,72,83,125,94,62,54,1,False
1844,94,Gengar,Ghost,Poison,500,54,60,57,140,73,116,1,False
1845,119,Seaking,Water,None,450,71,91,64,66,91,67,1,False
1846,3,Venusaur,Grass,Poison,525,77,78,93,103,97,77,1,False
1847,37,Vulpix,Fire,None,299,39,32,36,56,68,68,1,False
1848,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,115,184,106,153,102,120,1,True
1849,148,Dragonair,Dragon,None,420,61,82,72,61,72,72,1,False
1850,112,Rhydon,Ground,Rock,485,108,124,124,55,36,38,1,False
1851,73,Tentacruel,Water,Poison,515,76,68,56,87,130,98,1,False
1852,81,Magnemite,Electric,Steel,325,32,23,79,100,53,38,1,False
1853,47,Parasect,Bug,Grass,405,55,96,85,65,77,27,1,False
1854,128,Tauros,Normal,None,490,76,103,87,47,72,105,1,False
1855,71,Victreebel,Grass,Poison,490,77,112,70,102,63,66,1,False
1856,102,Exeggcute,Grass,Psychic,325,66,41,76,55,38,49,1,False
1857,92,Gastly,Ghost,Poison,310,34,43,31,93,24,85,1,False
1858,48,Venonat,Bug,Poison,305,67,49,52,37,62,38,1,False
1859,3,VenusaurMega Venusaur,Grass,Poison,625,80,94,122,126,128,75,1,False
1860,147,Dratini,Dragon,None,300,46,58,34,54,55,53,1,False
1861,125,Electabuzz,Electric,None,490,70,80,62,88,79,111,1,False
1862,82,Magneton,Electric,Steel,465,44,52,97,127,68,77,1,False
1863,9,Blastoise,Water,None,530,74,86,98,83,112,77,1,False
1864,20,Raticate,Normal,None,413,57,82,59,60,65,90,1,False
1865,32,Nidoran♂,Poison,None,273,51,60,33,35,38,56,1,False
1866,103,Exeggutor,Grass,Psychic,520,90,99,77,116,74,64,1,False
1867,8,Wartortle,Water,None,405,53,59,89,75,76,53,1,False
1868,36,Clefable,Fairy,None,483,89,77,72,94,96,55,1,False
1869,87,Dewgong,Water,Ice,475,92,66,87,65,91,74,1,False
1870,151,Mew,Psychic,None,600,105,96,103,99,104,93,1,False
1871,141,Kabutops,Rock,Water,495,58,114,98,72,67,86,1,False
1872,64,Kadabra,Psychic,None,400,46,28,24,126,63,113,1,False
1873,149,Dragonite,Dragon,Flying,600,92,133,88,95,103,89,1,False
1874,58,Growlithe,Fire,None,350,58,61,50,72,50,59,1,False
1875,127,PinsirMega Pinsir,Bug,Flying,600,57,156,111,72,89,115,1,False
1876,101,Electrode,Electric,None,480,64,55,68,71,72,150,1,False
1877,73,Tentacruel,Water,Poison,515,80,70,60,90,124,91,1,False
1878,105,Marowak,Ground,None,425,66,86,107,47,66,53,1,False
1879,74,Geodude,Rock,Ground,300,45,83,105,29,22,16,1,False
1880,95,Onix,Rock,Ground,385,31,38,164,35,51,66,1,False
1881,33,Nidorino,Poison,None,365,59,77,52,49,66,62,1,False
1882,143,Snorlax,Normal,None,540,159,112,72,58,111,28,1,False
1883,141,Kabutops,Rock,Water,495,59,121,101,73,63,78,1,False
1884,53,Persian,Normal,None,440,73,66,61,66,68,106,1,False
1885,137,Porygon,Normal,None,395,56,56,74,92,78,39,1,False
1886,86,Seel,Water,None,325,65,44,55,46,70,45,1,False
1887,49,Venomoth,Bug,Poison,450,67,64,70,96,68,85,1,False
1888,105,Marowak,Ground,None,425,58,77,112,56,79,43,1,False
1889,88,Grimer,Poison,None,325,89,72,49,34,48,33,1,False
1890,61,Poliwhirl,Water,None,385,66,70,61,49,46,93,1,False
1891,109,Koffing,Poison,None,340,32,56,101,68,44,39,1,False
1892,89,Muk,Poison,None,500,100,99,73,67,105,56,1,False
1893,35,Clefairy,Fairy,None,323,77,39,40,68,73,26,1,False
1894,94,GengarMega Gengar,Ghost,Poison,600,68,59,76,175,99,123,1,False
1895,65,AlakazamMega Alakazam,Psychic,None,590,61,55,68,163,92,151,1,False
1896,150,MewtwoMega Mewtwo Y,Psychic,None,780,112,146,65,190,126,141,1,True
1897,150,MewtwoMega Mewtwo Y,Psychic,None,780,111,146,72,190,126,135,1,True
1898,110,Weezing,Poison,None,490,60,95,119,85,70,61,1,False
1899,127,Pinsir,Bug,None,500,63,124,106,46,75,86,1,False
1900,53,Persian,Normal,None,440,63,75,60,59,69,114,1,False
1901,43,Oddish,Grass,Poison,320,43,52,63,71,63,28,1,False
1902,148,Dragonair,Dragon,None,420,70,83,61,73,62,71,1,False
1903,35,Clefairy,Fairy,None,323,76,45,51,58,58,35,1,False
1904,15,Beedrill,Bug,Poison,395,62,90,44,43,74,82,1,False
1905,24,Arbok,Poison,None,438,66,75,62,72,83,80,1,False
1906,42,Golbat,Poison,Flying,455,80,77,71,58,74,95,1,False
1907,30,Nidorina,Poison,None,365,68,67,72,50,59,49,1,False
1908,17,Pidgeotto,Normal,Flying,349,62,53,51,43,60,80,1,False
1909,78,Rapidash,Fire,None,500,70,90,72,78,87,103,1,False
1910,11,Metapod,Bug,None,205,53,21,50,14,30,37,1,False
1911,6,CharizardMega Charizard Y,Fire,Flying,634,70,108,77,165,112,102,1,False
1912,13,Weedle,Bug,Poison,195,35,34,29,30,21,46,1,False
1913,132,Ditto,Normal,None,288,60,41,39,56,46,46,1,False
1914,108,Lickitung,Normal,None,385,88,66,78,55,72,26,1,False
1915,53,Persian,Normal,None,440,58,75,58,62,73,114,1,False
1916,66,Machop,Fighting,None,305,75,74,44,47,37,28,1,False
1917,1,Bulbasaur,Grass,Poison,318,35,54,56,59,72,42,1,False
1918,79,Slowpoke,Water,Psychic,315,79,73,73,38,47,5,1,False
1919,23,Ekans,Poison,None,288,39,53,38,44,63,51,1,False
1920,121,Starmie,Water,Psychic,520,63,69,92,104,85,107,1,False
1921,13,Weedle,Bug,Poison,195,42,33,31,24,20,45,1,False
1922,64,Kadabra,Psychic,None,400,35,32,22,127,75,109,1,False
1923,91,Cloyster,Water,Ice,525,43,102,175,80,51,74,1,False
1924,41,Zubat,Poison,Flying,245,41,49,43,33,32,47,1,False
1925,10,Caterpie,Bug,None,195,51,31,28,16,27,42,1,False
1926,15,BeedrillMega Beedrill,Bug,Poison,495,72,142,33,16,78,154,1,False
1927,120,Staryu,Water,None,340,30,37,68,63,63,79,1,False
1928,81,Magnemite,Electric,Steel,325,19,37,78,93,56,42,1,False
1929,67,Machoke,Fighting,None,405,81,108,67,44,68,37,1,False
1930,10,Caterpie,Bug,None,195,47,30,35,15,27,41,1,False
1931,29,Nidoran♀,Poison,None,275,55,40,53,35,50,42,1,False
1932,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,104,194,96,147,102,137,1,True
1933,9,Blastoise,Water,None,530,70,89,104,90,108,69,1,False
1934,143,Snorlax,Normal,None,540,154,105,66,66,122,27,1,False
1935,18,Pidgeot,Normal,Flying,479,79,81,69,62,78,110,1,False
1936,130,Gyarados,Water,Flying,540,96,128,82,61,94,79,1,False
1937,96,Drowzee,Psychic,None,328,57,51,44,43,82,51,1,False
1938,35,Clefairy,Fairy,None,323,70,47,48,64,64,30,1,False
1939,96,Drowzee,Psychic,None,328,65,39,49,39,93,43,1,False
1940,88,Grimer,Poison,None,325,87,69,48,40,55,26,1,False
1941,95,Onix,Rock,Ground,385,39,43,151,33,56,63,1,False
1942,130,GyaradosMega Gyarados,Water,Dark,640,90,156,101,67,136,90,1,False
1943,142,Aerodactyl,Rock,Flying,515,86,115,58,60,67,129,1,False
1944,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,104,185,93,159,94,145,1,True
1945,53,Persian,Normal,None,440,75,62,62,55,71,115,1,False
1946,83,Farfetch'd,Normal,Flying,352,44,60,54,63,64,67,1,False
1947,112,Rhydon,Ground,Rock,485,109,133,119,37,46,41,1,False
1948,9,Blastoise,Water,None,530,81,78,102,83,106,80,1,False
1949,16,Pidgey,Normal,Flying,251,38,48,42,33,29,61,1,False
1950,22,Fearow,Normal,Flying,442,56,91,72,54,65,104,1,False
1951,54,Psyduck,Water,None,320,52,49,41,73,53,52,1,False
1952,31,Nidoqueen,Poison,Ground,505,92,85,90,85,77,76,1,False
1953,12,Butterfree,Bug,Flying,395,65,48,43,81,76,82,1,False
1954,116,Horsea,Water,None,295,39,39,57,72,25,63,1,False
1955,39,Jigglypuff,Normal,Fairy,270,113,36,23,46,30,22,1,False
1956,51,Dugtrio,Ground,None,405,36,90,44,48,65,122,1,False
1957,66,Machop,Fighting,None,305,78,84,46,29,43,25,1,False
1958,148,Dragonair,Dragon,None,420,61,84,60,71,75,69,1,False
1959,1,Bulbasaur,Grass,Poison,318,48,58,48,66,41,57,1,False
1960,102,Exeggcute,Grass,Psychic,325,70,36,73,57,53,36,1,False
1961,31,Nidoqueen,Poison,Ground,505,95,84,92,75,83,76,1,False
1962,65,Alakazam,Psychic,None,500,64,50,37,139,90,120,1,False
1963,134,Vaporeon,Water,None,525,138,68,56,121,86,56,1,False
1964,44,Gloom,Grass,Poison,395,62,62,77,83,69,42,1,False
1965,108,Lickitung,Normal,None,385,94,60,81,57,76,17,1,False
1966,70,Weepinbell,Grass,Poison,390,69,90,57,85,47,42,1,False
1967,130,GyaradosMega Gyarados,Water,Dark,640,90,145,118,78,127,82,1,False
1968,88,Grimer,Poison,None,325,78,74,46,43,57,27,1,False
1969,71,Victreebel,Grass,Poison,490,80,97,63,103,77,70,1,False
1970,124,Jynx,Ice,Psychic,455,68,52,36,114,102,83,1,False
1971,15,BeedrillMega Beedrill,Bug,Poison,495,71,146,35,12,82,149,1,False
1972,44,Gloom,Grass,Poison,395,70,59,73,89,71,33,1,False
1973,7,Squirtle,Water,None,314,51,38,66,47,70,42,1,False
1974,44,Gloom,Grass,Poison,395,52,69,73,84,68,49,1,False
1975,106,Hitmonlee,Fighting,None,455,53,123,54,26,114,85,1,False
1976,54,Psyduck,Water,None,320,57,61,41,70,45,46,1,False
1977,97,Hypno,Psychic,None,483,85,77,70,70,115,66,1,False
1978,94,Gengar,Ghost,Poison,500,54,70,67,127,84,98,1,False
1979,51,Dugtrio,Ground,None,405,38,88,51,51,64,113,1,False
1980,137,Porygon,Normal,None,395,60,66,77,88,70,34,1,False
1981,7,Squirtle,Water,None,314,42,51,67,52,65,37,1,False
1982,25,Pikachu,Electric,None,320,27,58,41,49,63,82,1,False
1983,92,Gastly,Ghost,Poison,310,37,32,31,108,25,77,1,False
1984,53,Persian,Normal,None,440,67,63,59,67,65,119,1,False
1985,54,Psyduck,Water,None,320,49,59,44,68,46,54,1,False
1986,122,Mr. Mime,Psychic,Fairy,460,36,48,67,99,122,88,1,False
1987,114,Tangela,Grass,None,435,75,51,105,92,42,70,1,False
1988,25,Pikachu,Electric,None,320,42,48,45,52,56,77,1,False
1989,69,Bellsprout,Grass,Poison,300,46,85,25,62,38,44,1,False
1990,67,Machoke,Fighting,None,405,81,90,67,57,69,41,1,False
1991,16,Pidgey,Normal,Flying,251,40,44,37,29,39,62,1,False
1992,44,Gloom,Grass,Poison,395,65,71,70,78,65,46,1,False
1993,41,Zubat,Poison,Flying,245,47,45,43,24,36,50,1,False
1994,15,BeedrillMega Beedrill,Bug,Poison,495,70,152,44,10,80,139,1,False
1995,139,Omastar,Rock,Water,495,69,58,119,113,70,66,1,False
1996,112,Rhydon,Ground,Rock,485,107,142,116,48,40,32,1,False
1997,24,Arbok,Poison,None,438,64,81,77,61,78,77,1,False
1998,101,Electrode,Electric,None,480,59,42,68,82,83,146,1,False
1999,31,Nidoqueen,Poison,Ground,505,81,99,88,72,78,87,1,False
2000,36,Clefable,Fairy,None,483,97,70,78,88,95,55,1,False
2001,70,Weepinbell,Grass,Poison,390,58,99,46,90,48,49,1,False
2002,104,Cubone,Ground,None,320,45,58,91,41,55,30,1,False
2003,29,Nidoran♀,Poison,None,275,52,43,51,35,53,41,1,False
2004,114,Tangela,Grass,None,435,56,63,114,101,46,55,1,False
2005,6,CharizardMega Charizard X,Fire,Dragon,634,77,134,107,135,89,92,1,False
2006,126,Magmar,Fire,None,495,58,95,55,105,93,89,1,False
2007,26,Raichu,Electric,None,485,68,85,59,96,80,97,1,False
2008,13,Weedle,Bug,Poison,195,42,23,32,21,21,56,1,False
2009,83,Farfetch'd,Normal,Flying,352,55,61,54,53,73,56,1,False
2010,15,Beedrill,Bug,Poison,395,66,88,32,44,82,83,1,False
2011,150,Mewtwo,Psychic,None,680,101,105,87,162,95,130,1,True
2012,50,Diglett,Ground,None,265,13,62,31,28,36,95,1,False
2013,136,Flareon,Fire,None,525,61,135,66,95,108,60,1,False
2014,83,Farfetch'd,Normal,Flying,352,51,68,61,52,58,62,1,False
2015,109,Koffing,Poison,None,340,50,70,87,51,41,41,1,False
2016,138,Omanyte,Rock,Water,355,26,45,94,80,65,45,1,False
2017,30,Nidorina,Poison,None,365,66,60,64,54,59,62,1,False
2018,46,Paras,Bug,Grass,285,40,62,57,46,54,26,1,False
2019,100,Voltorb,Electric,None,330,49,23,49,62,54,93,1,False
2020,100,Voltorb,Electric,None,330,39,34,47,53,53,104,1,False
2021,132,Ditto,Normal,None,288,40,55,46,44,56,47,1,False
2022,72,Tentacool,Water,Poison,335,33,45,38,38,105,76,1,False
2023,133,Eevee,Normal,None,325,64,56,50,41,61,53,1,False
2024,141,Kabutops,Rock,Water,495,65,120,94,60,79,77,1,False
2025,90,Shellder,Water,None,305,36,63,98,42,23,43,1,False
2026,73,Tentacruel,Water,Poison,515,80,75,60,73,128,99,1,False
2027,145,Zapdos,Electric,Flying,580,83,98,88,133,81,97,1,True
2028,129,Magikarp,Water,None,200,11,19,56,14,24,76,1,False
2029,50,Diglett,Ground,None,265,18,63,20,30,38,96,1,False
2030,18,Pidgeot,Normal,Flying,479,77,89,67,80,63,103,1,False
2031,72,Tentacool,Water,Poison,335,50,30,31,56,99,69,1,False
2032,56,Mankey,Fighting,None,305,44,84,31,32,41,73,1,False
2033,111,Rhyhorn,Ground,Rock,345,75,87,96,27,35,25,1,False
2034,150,Mewtwo,Psychic,None,680,112,112,85,155,84,132,1,True
2035,141,Kabutops,Rock,Water,495,51,120,114,70,61,79,1,False
2036,69,Bellsprout,Grass,Poison,300,51,71,30,65,33,50,1,False
2037,80,Slowbro,Water,Psychic,490,103,73,106,94,85,29,1,False
2038,50,Diglett,Ground,None,265,9,64,14,42,45,91,1,False
2039,28,Sandslash,Ground,None,450,74,114,106,40,51,65,1,False
2040,93,Haunter,Ghost,Poison,405,52,55,52,110,43,93,1,False
